Obs ID,Date Observed,Number,Sex,Species,County,Survey Method
31478,31-Aug-25,2,Male,B. citrinus (Lemon cuckoo),Walworth,Incidental
31477,31-Aug-25,1,Female,B. impatiens (Common eastern),Walworth,Incidental
31475,31-Aug-25,1,Male,B. affinis (Rusty Patched),Walworth,Incidental
31483,31-Aug-25,1,Male,B. affinis (Rusty Patched),Racine,Incidental
31470,31-Aug-25,1,Queen,B. affinis (Rusty Patched),Walworth,Incidental
31476,31-Aug-25,2,Male,B. vagans (Half-black),Walworth,Incidental
31485,31-Aug-25,5,Female,B. vagans (Half-black),Washburn,Incidental
31487,31-Aug-25,1,Male,B. griseocollis (Brownbelted),Washburn,Incidental
31484,31-Aug-25,1,Male,B. affinis (Rusty Patched),Brown,Incidental
31482,31-Aug-25,1,Male,B. fervidus (Yellow),Racine,Incidental
31589,31-Aug-25,1,Queen,B. griseocollis (Brownbelted),Brown,Incidental
31379,30-Aug-25,1,Queen,B. impatiens (Common eastern),La Crosse,Small Area
31381,30-Aug-25,117,Male,B. impatiens (Common eastern),La Crosse,Small Area
31378,30-Aug-25,2,Male,B. citrinus (Lemon cuckoo),La Crosse,Small Area
31380,30-Aug-25,11,Female,B. impatiens (Common eastern),La Crosse,Small Area
31399,30-Aug-25,1,Unknown,B. impatiens (Common eastern),La Crosse,Incidental
31642,30-Aug-25,2,Male,B. vagans (Half-black),Grant,Incidental
31643,30-Aug-25,1,Female,B. vagans (Half-black),Grant,Incidental
31641,30-Aug-25,2,Male,B. citrinus (Lemon cuckoo),Grant,Incidental
31598,30-Aug-25,5,Queen,B. griseocollis (Brownbelted),Waupaca,Incidental
31400,30-Aug-25,1,Female,B. impatiens (Common eastern),La Crosse,Incidental
31396,30-Aug-25,4,Female,B. impatiens (Common eastern),La Crosse,Incidental
31415,30-Aug-25,1,Male,B. affinis (Rusty Patched),Racine,Incidental
31407,30-Aug-25,2,Male,B. vagans (Half-black),Walworth,Incidental
31409,30-Aug-25,2,Male,B. impatiens (Common eastern),Walworth,Incidental
31408,30-Aug-25,1,Female,B. impatiens (Common eastern),Walworth,Incidental
31405,30-Aug-25,2,Male,B. affinis (Rusty Patched),Walworth,Incidental
31377,30-Aug-25,1,Male,B. affinis (Rusty Patched),Sheboygan,Incidental
31395,30-Aug-25,1,Queen,B. affinis (Rusty Patched),Eau Claire,Incidental
31616,30-Aug-25,1,Female,B. fervidus (Yellow),Portage,Incidental
31401,30-Aug-25,1,Queen,B. auricomus (Black and gold),La Crosse,Incidental
31397,30-Aug-25,1,Female,B. auricomus (Black and gold),La Crosse,Incidental
31402,30-Aug-25,1,Female,B. auricomus (Black and gold),La Crosse,Incidental
31398,30-Aug-25,2,Queen,B. griseocollis (Brownbelted),La Crosse,Incidental
31610,30-Aug-25,1,Female,B. vagans (Half-black),Portage,Incidental
31620,30-Aug-25,1,Female,B. rufocinctus (Redbelted),Portage,Incidental
31789,30-Aug-25,7,Female,B. impatiens (Common eastern),Washington,Incidental
31410,29-Aug-25,1,Female,B. auricomus/pensylvanicus,Calumet,Small Area
31927,29-Aug-25,1,Queen,B. fervidus (Yellow),Calumet,Small Area
31371,29-Aug-25,1,Male,B. vagans (Half-black),Door,Small Area
31370,29-Aug-25,2,Male,B. vagans (Half-black),Door,Small Area
31558,29-Aug-25,3,Male,B. citrinus (Lemon cuckoo),Door,Small Area
31550,29-Aug-25,3,Male,B. impatiens (Common eastern),Door,Small Area
31557,29-Aug-25,8,Female,B. vagans (Half-black),Door,Small Area
31549,29-Aug-25,13,Female,B. impatiens (Common eastern),Door,Small Area
31559,29-Aug-25,7,Male,B. vagans (Half-black),Door,Small Area
31556,29-Aug-25,1,Female,B. citrinus (Lemon cuckoo),Door,Small Area
31681,29-Aug-25,7,Female,B. impatiens (Common eastern),Milwaukee,Small Area
31682,29-Aug-25,1,Male,B. affinis (Rusty Patched),Milwaukee,Small Area
31680,29-Aug-25,27,Male,B. impatiens (Common eastern),Milwaukee,Small Area
31390,29-Aug-25,1,Male,B. affinis (Rusty Patched),Milwaukee,Incidental
31501,29-Aug-25,1,Male,B. vagans (Half-black),Dane,Incidental
31392,29-Aug-25,2,Male,B. citrinus (Lemon cuckoo),Milwaukee,Incidental
31499,29-Aug-25,2,Male,B. citrinus (Lemon cuckoo),Dane,Incidental
31376,29-Aug-25,1,Male,B. affinis (Rusty Patched),Sheboygan,Incidental
31375,29-Aug-25,1,Male,B. affinis (Rusty Patched),Sheboygan,Incidental
31500,29-Aug-25,1,Female,B. vagans (Half-black),Dane,Incidental
31546,29-Aug-25,10,Female,B. impatiens (Common eastern),Columbia,Incidental
31359,29-Aug-25,1,Male,B. borealis (Northern amber),Calumet,Incidental
31360,29-Aug-25,1,Queen,B. impatiens (Common eastern),La Crosse,Incidental
31404,29-Aug-25,1,Queen,B. vagans (Half-black),Calumet,Incidental
31349,28-Aug-25,1,Male,B. griseocollis (Brownbelted),Calumet,Small Area
31348,28-Aug-25,1,Female,B. affinis (Rusty Patched),Calumet,Small Area
31350,28-Aug-25,1,Male,B. citrinus (Lemon cuckoo),Calumet,Small Area
31352,28-Aug-25,11,Male,B. impatiens (Common eastern),Calumet,Small Area
31351,28-Aug-25,8,Female,B. impatiens (Common eastern),Calumet,Small Area
31706,28-Aug-25,1,Female,B. fervidus (Yellow),Iowa,Incidental
31690,28-Aug-25,1,Male,B. vagans (Half-black),Iowa,Incidental
31344,28-Aug-25,1,Male,B. affinis (Rusty Patched),Walworth,Incidental
31474,28-Aug-25,9,Male,B. impatiens (Common eastern),Walworth,Incidental
31710,28-Aug-25,3,Female,B. impatiens (Common eastern),Iowa,Incidental
31495,28-Aug-25,39,Female,B. impatiens (Common eastern),Dane,Incidental
31496,28-Aug-25,10,Male,B. impatiens (Common eastern),Dane,Incidental
31411,28-Aug-25,1,Female,B. pensylvanicus (American),Calumet,Incidental
31498,28-Aug-25,2,Male,B. rufocinctus (Redbelted),Dane,Incidental
31622,28-Aug-25,2,Female,B. impatiens (Common eastern),Portage,Incidental
31497,28-Aug-25,2,Queen,B. rufocinctus (Redbelted),Dane,Incidental
31711,28-Aug-25,7,Female,B. impatiens (Common eastern),Iowa,Incidental
31492,28-Aug-25,3,Male,B. griseocollis (Brownbelted),Dane,Incidental
31493,28-Aug-25,1,Queen,B. griseocollis (Brownbelted),Dane,Incidental
31413,28-Aug-25,1,Queen,B. borealis (Northern amber),Calumet,Incidental
31345,28-Aug-25,3,Male,B. impatiens (Common eastern),Walworth,Incidental
31705,28-Aug-25,1,Queen,B. borealis (Northern amber),Iowa,Incidental
31709,28-Aug-25,1,Female,B. citrinus (Lemon cuckoo),Iowa,Incidental
31707,28-Aug-25,3,Male,B. fervidus (Yellow),Iowa,Incidental
31494,28-Aug-25,2,Female,B. griseocollis (Brownbelted),Dane,Incidental
31336,27-Aug-25,3,Female,B. impatiens (Common eastern),Ozaukee,Small Area
31335,27-Aug-25,2,Female,B. impatiens (Common eastern),Ozaukee,Small Area
31367,27-Aug-25,2,Unknown,B. impatiens (Common eastern),Door,Small Area
31368,27-Aug-25,1,Female,B. vagans (Half-black),Door,Small Area
31361,27-Aug-25,2,Female,B. vagans (Half-black),Door,Small Area
31363,27-Aug-25,1,Female,B. borealis (Northern amber),Door,Small Area
31365,27-Aug-25,1,Female,B. vagans (Half-black),Door,Small Area
31362,27-Aug-25,1,Unknown,B. vagans (Half-black),Door,Small Area
31369,27-Aug-25,1,Female,B. vagans (Half-black),Door,Small Area
31491,27-Aug-25,1,Male,B. griseocollis (Brownbelted),Door,Small Area
31490,27-Aug-25,1,Queen,B. griseocollis (Brownbelted),Door,Small Area
31302,27-Aug-25,1,Female,B. auricomus (Black and gold),La Crosse,Incidental
31312,27-Aug-25,1,Male,B. fervidus (Yellow),Dane,Incidental
31316,27-Aug-25,1,Male,B. vagans (Half-black),Dane,Incidental
31320,27-Aug-25,1,Female,B. impatiens (Common eastern),Milwaukee,Incidental
31314,27-Aug-25,8,Male,B. impatiens (Common eastern),Dane,Incidental
31321,27-Aug-25,1,Male,B. rufocinctus (Redbelted),Milwaukee,Incidental
31313,27-Aug-25,10,Female,B. impatiens (Common eastern),Dane,Incidental
31329,27-Aug-25,1,Female,B. affinis (Rusty Patched),Brown,Incidental
31311,27-Aug-25,1,Male,B. citrinus (Lemon cuckoo),Dane,Incidental
31346,27-Aug-25,1,Female,B. vagans (Half-black),Bayfield,Incidental
31308,27-Aug-25,1,Male,B. fervidus (Yellow),Dane,Incidental
32186,27-Aug-25,1,Male,B. rufocinctus (Redbelted),Milwaukee,Incidental
31983,27-Aug-25,3,Unknown,B. impatiens (Common eastern),Milwaukee,Incidental
31303,27-Aug-25,1,Queen,B. griseocollis (Brownbelted),La Crosse,Incidental
31307,27-Aug-25,1,Male,B. griseocollis (Brownbelted),Dane,Incidental
31301,27-Aug-25,1,Queen,B. auricomus (Black and gold),La Crosse,Incidental
31306,27-Aug-25,1,Queen,B. auricomus (Black and gold),Dane,Incidental
31304,27-Aug-25,6,Female,B. impatiens (Common eastern),La Crosse,Incidental
31315,27-Aug-25,1,Female,B. vagans (Half-black),Dane,Incidental
31298,27-Aug-25,1,Male,B. affinis (Rusty Patched),Walworth,Incidental
31260,26-Aug-25,37,Female,B. impatiens (Common eastern),La Crosse,Small Area
31258,26-Aug-25,6,Male,B. citrinus (Lemon cuckoo),La Crosse,Small Area
31259,26-Aug-25,116,Female,B. impatiens (Common eastern),La Crosse,Small Area
31257,26-Aug-25,1,Female,B. citrinus (Lemon cuckoo),La Crosse,Small Area
32063,26-Aug-25,1,Female,B. auricomus (Black and gold),Milwaukee,Incidental
31523,26-Aug-25,1,Male,B. affinis (Rusty Patched),Sauk,Incidental
31291,26-Aug-25,3,Male,B. vagans (Half-black),Walworth,Incidental
31287,26-Aug-25,3,Female,B. citrinus (Lemon cuckoo),Fond du Lac,Incidental
31794,26-Aug-25,1,Male,B. auricomus (Black and gold),Milwaukee,Incidental
31263,26-Aug-25,1,Queen,B. impatiens (Common eastern),La Crosse,Incidental
31292,26-Aug-25,2,Male,B. impatiens (Common eastern),Walworth,Incidental
31290,26-Aug-25,1,Female,B. affinis (Rusty Patched),Columbia,Incidental
31286,26-Aug-25,1,Male,B. affinis (Rusty Patched),Fond du Lac,Incidental
31289,26-Aug-25,2,Male,B. affinis (Rusty Patched),Walworth,Incidental
31627,26-Aug-25,1,Female,B. fervidus (Yellow),Portage,Incidental
31293,26-Aug-25,5,Male,B. citrinus (Lemon cuckoo),Walworth,Incidental
31688,26-Aug-25,6,Female,B. impatiens (Common eastern),Dane,Incidental
31873,26-Aug-25,1,Queen,B. griseocollis (Brownbelted),Door,Incidental
31689,26-Aug-25,2,Female,B. impatiens (Common eastern),Dane,Incidental
31288,26-Aug-25,1,Male,B. borealis (Northern amber),Fond du Lac,Incidental
31296,26-Aug-25,1,Female,B. affinis (Rusty Patched),Trempealeau,Incidental
31297,25-Aug-25,1,Male,B. fraternus (Southern plains),Green,Small Area
31242,25-Aug-25,1,Male,B. fervidus (Yellow),Rock,Small Area
31669,25-Aug-25,1,Female,B. terricola (Yellowbanded),Manitowoc,Incidental
31240,25-Aug-25,1,Female,B. citrinus (Lemon cuckoo),La Crosse,Incidental
31527,25-Aug-25,1,Queen,B. impatiens (Common eastern),Dane,Incidental
31528,25-Aug-25,27,Female,B. impatiens (Common eastern),Dane,Incidental
31243,25-Aug-25,1,Queen,B. impatiens (Common eastern),La Crosse,Incidental
31529,25-Aug-25,2,Male,B. impatiens (Common eastern),Dane,Incidental
31283,25-Aug-25,1,Female,B. vagans (Half-black),Dane,Incidental
31253,25-Aug-25,2,Male,B. impatiens (Common eastern),Walworth,Incidental
31254,25-Aug-25,1,Male,B. affinis (Rusty Patched),Walworth,Incidental
31247,25-Aug-25,15,Male,B. citrinus (Lemon cuckoo),La Crosse,Incidental
31252,25-Aug-25,2,Male,B. vagans (Half-black),Dane,Incidental
31473,25-Aug-25,1,Male,B. fervidus (Yellow),Walworth,Incidental
31256,25-Aug-25,5,Male,B. vagans (Half-black),Walworth,Incidental
31502,25-Aug-25,1,Male,B. affinis (Rusty Patched),St. Croix,Incidental
31255,25-Aug-25,5,Male,B. citrinus (Lemon cuckoo),Walworth,Incidental
31281,25-Aug-25,1,Female,B. auricomus (Black and gold),Dane,Incidental
31268,25-Aug-25,1,Female,B. insularis (Indiscriminate cuckoo),Marinette,Incidental
32011,25-Aug-25,3,Female,B. auricomus (Black and gold),Dane,Incidental
31285,25-Aug-25,3,Queen,B. griseocollis (Brownbelted),Dane,Incidental
31341,24-Aug-25,12,Female,B. impatiens (Common eastern),Sauk,Incidental
31203,24-Aug-25,3,Female,B. auricomus/pensylvanicus,La Crosse,Incidental
31338,24-Aug-25,2,Male,B. affinis (Rusty Patched),Brown,Incidental
31340,24-Aug-25,10,Female,B. impatiens (Common eastern),Sauk,Incidental
31394,24-Aug-25,1,Queen,B. rufocinctus (Redbelted),Milwaukee,Incidental
31342,24-Aug-25,3,Female,B. impatiens (Common eastern),Iowa,Incidental
31208,24-Aug-25,3,Queen,B. impatiens (Common eastern),La Crosse,Incidental
31202,24-Aug-25,1,Female,B. auricomus (Black and gold),La Crosse,Incidental
31184,24-Aug-25,31,Female,B. impatiens (Common eastern),La Crosse,Incidental
31207,24-Aug-25,1,Female,B. citrinus (Lemon cuckoo),La Crosse,Incidental
31182,24-Aug-25,15,Male,B. citrinus (Lemon cuckoo),La Crosse,Incidental
31198,24-Aug-25,3,Queen,B. griseocollis (Brownbelted),La Crosse,Incidental
31228,24-Aug-25,1,Male,B. affinis (Rusty Patched),Walworth,Incidental
31229,24-Aug-25,1,Male,B. citrinus (Lemon cuckoo),Outagamie,Incidental
31241,24-Aug-25,3,Queen,B. pensylvanicus (American),Dane,Incidental
31685,24-Aug-25,5,Female,B. impatiens (Common eastern),Dane,Incidental
31686,24-Aug-25,2,Female,B. vagans (Half-black),Dane,Incidental
31687,24-Aug-25,1,Female,B. citrinus (Lemon cuckoo),Dane,Incidental
31183,24-Aug-25,1,Unknown,B. vagans|sandersoni|perplexus,La Crosse,Incidental
31201,24-Aug-25,6,Female,B. impatiens (Common eastern),La Crosse,Incidental
31143,23-Aug-25,3,Male,B. impatiens (Common eastern),Door,Small Area
31232,23-Aug-25,1,Female,B. insularis (Indiscriminate cuckoo),La Crosse,Incidental
31230,23-Aug-25,1,Male,B. citrinus (Lemon cuckoo),Brown,Incidental
31225,23-Aug-25,3,Male,B. vagans (Half-black),Walworth,Incidental
31210,23-Aug-25,1,Female,B. auricomus (Black and gold),Waupaca,Incidental
31231,23-Aug-25,10,Male,B. rufocinctus (Redbelted),Brown,Incidental
31186,23-Aug-25,1,Female,B. affinis (Rusty Patched),Brown,Incidental
31212,23-Aug-25,1,Female,B. auricomus (Black and gold),Waupaca,Incidental
31145,23-Aug-25,1,Male,B. affinis (Rusty Patched),Rock,Incidental
31165,23-Aug-25,1,Female,B. impatiens (Common eastern),Ozaukee,Incidental
31226,23-Aug-25,2,Male,B. impatiens (Common eastern),Walworth,Incidental
31223,23-Aug-25,5,Male,B. citrinus (Lemon cuckoo),Walworth,Incidental
31215,23-Aug-25,1,Queen,B. citrinus (Lemon cuckoo),Waupaca,Incidental
31174,23-Aug-25,1,Female,B. citrinus (Lemon cuckoo),Dane,Incidental
31175,23-Aug-25,1,Male,B. affinis (Rusty Patched),Sheboygan,Incidental
31217,23-Aug-25,1,Queen,B. citrinus (Lemon cuckoo),Waupaca,Incidental
31251,23-Aug-25,1,Queen,B. rufocinctus (Redbelted),Eau Claire,Incidental
31166,23-Aug-25,1,Male,B. fervidus (Yellow),Racine,Incidental
31239,23-Aug-25,1,Queen,B. auricomus (Black and gold),Waupaca,Incidental
31249,23-Aug-25,200,Female,B. impatiens (Common eastern),Eau Claire,Incidental
31299,23-Aug-25,1,Male,B. borealis (Northern amber),Washburn,Incidental
31167,23-Aug-25,1,Unknown,B. affinis (Rusty Patched),Winnebago,Incidental
31224,23-Aug-25,1,Female,B. pensylvanicus (American),Waupaca,Incidental
31248,23-Aug-25,5,Male,B. griseocollis (Brownbelted),Eau Claire,Incidental
31164,23-Aug-25,1,Male,B. vagans (Half-black),Dane,Incidental
31222,23-Aug-25,1,Male,B. affinis (Rusty Patched),Walworth,Incidental
31250,23-Aug-25,5,Male,B. rufocinctus (Redbelted),Eau Claire,Incidental
31691,23-Aug-25,1,Queen,B. citrinus (Lemon cuckoo),Dane,Incidental
31695,23-Aug-25,3,Male,B. citrinus (Lemon cuckoo),Dane,Incidental
31157,22-Aug-25,1,Female,B. vagans (Half-black),Door,Small Area
31156,22-Aug-25,2,Male,B. griseocollis (Brownbelted),Door,Small Area
31155,22-Aug-25,1,Female,B. vagans (Half-black),Door,Small Area
31154,22-Aug-25,5,Female,B. vagans (Half-black),Door,Small Area
31356,22-Aug-25,14,Female,B. impatiens (Common eastern),Door,Small Area
31358,22-Aug-25,1,Female,B. bimaculatus (Twospotted),Door,Small Area
31357,22-Aug-25,12,Female,B. vagans (Half-black),Door,Small Area
32153,22-Aug-25,2,Male,B. impatiens (Common eastern),Milwaukee,Small Area
32152,22-Aug-25,2,Male,B. rufocinctus (Redbelted),Milwaukee,Small Area
31205,22-Aug-25,1,Male,B. impatiens (Common eastern),Dane,Incidental
31195,22-Aug-25,8,Female,B. impatiens (Common eastern),Dane,Incidental
31196,22-Aug-25,8,Male,B. impatiens (Common eastern),Dane,Incidental
31187,22-Aug-25,1,Female,B. vagans (Half-black),Dane,Incidental
31144,22-Aug-25,6,Female,B. auricomus (Black and gold),Dane,Incidental
31160,22-Aug-25,5,Female,B. vagans (Half-black),Dane,Incidental
31136,22-Aug-25,1,Female,B. auricomus (Black and gold),Dane,Incidental
31163,22-Aug-25,4,Female,B. griseocollis (Brownbelted),Dane,Incidental
31142,22-Aug-25,3,Male,B. citrinus (Lemon cuckoo),Dane,Incidental
31141,22-Aug-25,2,Male,B. rufocinctus (Redbelted),Dane,Incidental
31140,22-Aug-25,1,Female,B. fervidus (Yellow),Dane,Incidental
31130,22-Aug-25,5,Unknown,B. borealis (Northern amber),Marinette,Incidental
31119,22-Aug-25,1,Female,B. fervidus (Yellow),Dunn,Incidental
31448,22-Aug-25,41,Female,B. impatiens (Common eastern),Dane,Incidental
31450,22-Aug-25,5,Male,B. griseocollis (Brownbelted),Dane,Incidental
31466,22-Aug-25,1,Male,B. rufocinctus (Redbelted),Dane,Incidental
31453,22-Aug-25,1,Female,B. auricomus (Black and gold),Dane,Incidental
31449,22-Aug-25,1,Queen,B. rufocinctus (Redbelted),Dane,Incidental
31443,22-Aug-25,5,Male,B. impatiens (Common eastern),Dane,Incidental
31131,22-Aug-25,1,Female,B. rufocinctus (Redbelted),Milwaukee,Incidental
31133,22-Aug-25,1,Queen,B. rufocinctus (Redbelted),Milwaukee,Incidental
31189,22-Aug-25,1,Male,B. vagans (Half-black),Dane,Incidental
31121,22-Aug-25,1,Male,B. affinis (Rusty Patched),Milwaukee,Incidental
31188,22-Aug-25,5,Male,B. vagans (Half-black),Dane,Incidental
31129,22-Aug-25,1,Male,B. rufocinctus (Redbelted),Milwaukee,Incidental
31127,22-Aug-25,1,Female,B. impatiens (Common eastern),Milwaukee,Incidental
31178,22-Aug-25,3,Queen,B. griseocollis (Brownbelted),Dane,Incidental
31118,22-Aug-25,1,Queen,B. impatiens (Common eastern),La Crosse,Incidental
31192,22-Aug-25,2,Queen,B. citrinus (Lemon cuckoo),Dane,Incidental
31128,22-Aug-25,1,Female,B. auricomus (Black and gold),Milwaukee,Incidental
31120,22-Aug-25,1,Female,B. citrinus (Lemon cuckoo),La Crosse,Incidental
31108,22-Aug-25,1,Queen,B. fervidus (Yellow),Kenosha,Incidental
31132,22-Aug-25,1,Female,B. fervidus (Yellow),Milwaukee,Incidental
31123,22-Aug-25,1,Male,B. affinis (Rusty Patched),Milwaukee,Incidental
31197,22-Aug-25,1,Queen,B. impatiens (Common eastern),Dane,Incidental
31122,22-Aug-25,1,Male,B. auricomus (Black and gold),Milwaukee,Incidental
31185,22-Aug-25,1,Female,B. pensylvanicus (American),Dane,Incidental
31139,22-Aug-25,6,Female,B. pensylvanicus (American),Dane,Incidental
31282,22-Aug-25,1,Queen,B. affinis (Rusty Patched),Winnebago,Incidental
31137,22-Aug-25,1,Male,B. pensylvanicus (American),Dane,Incidental
31237,22-Aug-25,1,Male,B. citrinus (Lemon cuckoo),Brown,Incidental
31238,22-Aug-25,1,Female,B. rufocinctus (Redbelted),Brown,Incidental
31793,22-Aug-25,1,Male,B. vagans (Half-black),Milwaukee,Incidental
31179,22-Aug-25,6,Male,B. griseocollis (Brownbelted),Dane,Incidental
31194,22-Aug-25,6,Male,B. griseocollis (Brownbelted),Dane,Incidental
31177,22-Aug-25,1,Male,B. griseocollis (Brownbelted),Brown,Incidental
31193,22-Aug-25,6,Male,B. citrinus (Lemon cuckoo),Dane,Incidental
31181,22-Aug-25,11,Female,B. impatiens (Common eastern),Dane,Incidental
31180,22-Aug-25,1,Queen,B. impatiens (Common eastern),Dane,Incidental
31191,22-Aug-25,3,Male,B. rufocinctus (Redbelted),Dane,Incidental
31190,22-Aug-25,1,Male,B. citrinus (Lemon cuckoo),Dane,Incidental
31334,21-Aug-25,1,Female,B. rufocinctus (Redbelted),Ozaukee,Small Area
31333,21-Aug-25,1,Female,B. impatiens (Common eastern),Ozaukee,Small Area
31220,21-Aug-25,1,Unknown,B. borealis (Northern amber),Door,Small Area
31214,21-Aug-25,1,Female,Unknown Bombus,Door,Small Area
31204,21-Aug-25,15,Unknown,B. impatiens (Common eastern),Door,Small Area
31218,21-Aug-25,1,Female,B. vagans|sandersoni|perplexus,Door,Small Area
31206,21-Aug-25,2,Female,B. vagans (Half-black),Door,Small Area
31216,21-Aug-25,2,Female,B. vagans (Half-black),Door,Small Area
31219,21-Aug-25,1,Female,B. impatiens (Common eastern),Door,Small Area
31199,21-Aug-25,7,Female,Unknown Bombus,Door,Small Area
31221,21-Aug-25,1,Female,B. vagans (Half-black),Door,Small Area
